enrollment_id,student_id,student_name,student_age,student_gender,student_level,student_program,GPA,is_employed,total_failed_subjects,discipline_score,analytical_score,practical_score,avg_screen_hours,course_id,course_name,course_category,course_level,course_difficulty,course_credit_hours,is_required,professor_id,professor_name,professor_program,professor_academic_rank,professor_specialization,professor_avg_teaching_score,professor_avg_pass_percentage,student_attendance_percentage_subject,weekly_avg_study_hours_subject,academic_year,subject_score
108,2,Hossam Hamdy,20,Male,2,Mathematics,2.4,0,2,5,7,8,6,P222,Fundamentals of Electromagnetic Theory,Physics,2,4,2,Required,43,Mohamed Tawfik,Physics,Professor,Physics,7,61,65,1.1,2026,70
109,2,Hossam Hamdy,20,Male,2,Mathematics,2.4,0,2,5,7,8,6,M217,Introduction to Logic,Pure Mathematics,2,2,2,Optional,23,Mohamed Abdelrahman,Statistics and Computer Science,Professor,Pure Mathematics,7,85,65,0.1,2026,78
110,2,Hossam Hamdy,20,Male,2,Mathematics,2.4,0,2,5,7,8,6,G202,Cultural Studies,General Science,2,1,2,Optional,35,Gamela Badr,Chemistry,Associate Professor,Chemistry,3,74,61,0.1,2026,74
111,2,Hossam Hamdy,20,Male,2,Mathematics,2.4,0,2,5,7,8,6,M311,Measure Theory,Pure Mathematics,3,4,2,Required,28,Hanan Darwish,Mathematics,Professor,Pure Mathematics,6,93,59,0.1,2026,77
112,2,Hossam Hamdy,20,Male,2,Mathematics,2.4,0,2,5,7,8,6,M312,Complex Analysis 1,Pure Mathematics,3,3,3,Required,25,Ahmed Saed,Mathematics,Associate Professor,Pure Mathematics,6,72,62,0.2,2026,74
113,2,Hossam Hamdy,20,Male,2,Mathematics,2.4,0,2,5,7,8,6,M313,Numerical Analysis 1,Pure Mathematics,3,2,3,Required,30,Tarek Fawzy,Mathematics,Associate Professor,Pure Mathematics,6,82,63,0.1,2026,76
114,2,Hossam Hamdy,20,Male,2,Mathematics,2.4,0,2,5,7,8,6,M316,Topology 1,Pure Mathematics,3,4,2,Required,1,Mohamed Elshafey,Mathematics,Professor,Pure Mathematics,8,51,64,1.1,2026,66
115,2,Hossam Hamdy,20,Male,2,Mathematics,2.4,0,2,5,7,8,6,M326,Analytical Mechanics,Applied Mathematics,3,3,3,Required,2,Magdy Elias,Mathematics,Professor,Applied Mathematics,7,74,64,0.2,2026,73
116,2,Hossam Hamdy,20,Male,2,Mathematics,2.4,0,2,5,7,8,6,M335,Differential Equations 2,Pure Mathematics,3,3,2,Required,24,Mahmoud Othman,Mathematics,Assistant Professor,Pure Mathematics,6,75,62,0.2,2026,75
117,2,Hossam Hamdy,20,Male,2,Mathematics,2.4,0,2,5,7,8,6,M319,Number Theory,Pure Mathematics,3,3,2,Optional,23,Mohamed Abdelrahman,Statistics and Computer Science,Professor,Pure Mathematics,7,85,61,0.1,2026,76
118,2,Hossam Hamdy,20,Male,2,Mathematics,2.4,0,2,5,7,8,6,M315,Abstract Algebra 2,Pure Mathematics,3,3,3,Required,28,Hanan Darwish,Mathematics,Professor,Pure Mathematics,6,93,61,0.1,2026,79
119,2,Hossam Hamdy,20,Male,2,Mathematics,2.4,0,2,5,7,8,6,M318,Integral Equations,Pure Mathematics,3,3,2,Required,3,Samir kasem,Mathematics,Professor,Pure Mathematics,7,57,63,0.6,2026,69
120,2,Hossam Hamdy,20,Male,2,Mathematics,2.4,0,2,5,7,8,6,M321,Electrodynamics,Applied Mathematics,3,3,2,Required,6,Ahmed Gomaa,Mathematics,Assistant Professor,Applied Mathematics,6,66,56,0.5,2026,73
121,2,Hossam Hamdy,20,Male,2,Mathematics,2.4,0,2,5,7,8,6,M322,Theory of Elasticity 1,Applied Mathematics,3,3,2,Required,8,Samy Fekry,Mathematics,Assistant Professor,Applied Mathematics,9,60,66,0.7,2026,70
122,2,Hossam Hamdy,20,Male,2,Mathematics,2.4,0,2,5,7,8,6,M317,Special Functions,Pure Mathematics,3,2,3,Required,24,Mahmoud Othman,Mathematics,Assistant Professor,Pure Mathematics,6,75,59,0.1,2026,72
123,2,Hossam Hamdy,20,Male,2,Mathematics,2.4,0,2,5,7,8,6,M333,Statistical Theory,Statistics,3,3,3,Required,20,Ahlam Hamdy,Statistics and Computer Science,Associate Professor,Statistics,5,77,58,0.3,2026,75
124,2,Hossam Hamdy,20,Male,2,Mathematics,2.4,0,2,5,7,8,6,M310,Linear Algebra 2,Pure Mathematics,3,3,2,Optional,26,Fadia Samoel,Mathematics,Assistant Professor,Pure Mathematics,4,62,59,0.5,2026,69
125,2,Hossam Hamdy,20,Male,2,Mathematics,2.4,0,2,5,7,8,6,M328,Statistical Mechanics,Applied Mathematics,3,3,2,Optional,2,Magdy Elias,Mathematics,Professor,Applied Mathematics,7,74,63,0.3,2026,74
126,2,Hossam Hamdy,20,Male,2,Mathematics,2.4,0,2,5,7,8,6,M411,Theory of Differential Equations,Pure Mathematics,4,4,2,Required,30,Tarek Fawzy,Mathematics,Associate Professor,Pure Mathematics,6,82,64,0.4,2026,77
127,2,Hossam Hamdy,20,Male,2,Mathematics,2.4,0,2,5,7,8,6,M413,Numerical Analysis 2,Pure Mathematics,4,2,3,Required,23,Mohamed Abdelrahman,Statistics and Computer Science,Professor,Pure Mathematics,7,85,63,0.1,2026,78
128,2,Hossam Hamdy,20,Male,2,Mathematics,2.4,0,2,5,7,8,6,M415,Lie Algebra,Pure Mathematics,4,3,2,Required,16,Mostafa Mhanna,Mathematics,Assistant Professor,Pure Mathematics,7,75,59,0.1,2026,74
129,2,Hossam Hamdy,20,Male,2,Mathematics,2.4,0,2,5,7,8,6,M416,Differential Geometry,Pure Mathematics,4,3,3,Required,26,Fadia Samoel,Mathematics,Assistant Professor,Pure Mathematics,4,62,58,0.5,2026,70
130,2,Hossam Hamdy,20,Male,2,Mathematics,2.4,0,2,5,7,8,6,M421,Operations Research,Pure Mathematics,4,2,3,Required,11,Nora Nader,Statistics and Computer Science,Assistant Professor,Statistics,5,85,60,0.1,2026,79
131,2,Hossam Hamdy,20,Male,2,Mathematics,2.4,0,2,5,7,8,6,M423,Quantum Mechanics,Applied Mathematics,4,4,2,Required,2,Magdy Elias,Mathematics,Professor,Applied Mathematics,7,74,60,0.6,2026,72
132,2,Hossam Hamdy,20,Male,2,Mathematics,2.4,0,2,5,7,8,6,M418,Network Theory,Pure Mathematics,4,3,2,Optional,29,Hala Mahmoud,Mathematics,Associate Professor,Pure Mathematics,6,85,63,0.1,2026,79
133,2,Hossam Hamdy,20,Male,2,Mathematics,2.4,0,2,5,7,8,6,M419,Topology 2,Pure Mathematics,4,4,2,Optional,30,Tarek Fawzy,Mathematics,Associate Professor,Pure Mathematics,6,82,61,0.4,2026,75
134,2,Hossam Hamdy,20,Male,2,Mathematics,2.4,0,2,5,7,8,6,M414,Functional Analysis,Pure Mathematics,4,4,3,Required,26,Fadia Samoel,Mathematics,Assistant Professor,Pure Mathematics,4,62,59,0.9,2026,70
135,2,Hossam Hamdy,20,Male,2,Mathematics,2.4,0,2,5,7,8,6,M422,General Relativity,Applied Mathematics,4,4,2,Required,8,Samy Fekry,Mathematics,Assistant Professor,Applied Mathematics,9,60,63,0.9,2026,70
136,2,Hossam Hamdy,20,Male,2,Mathematics,2.4,0,2,5,7,8,6,M424,Advanced Mechanics,Applied Mathematics,4,4,2,Required,7,Mohamed Gomaa,Mathematics,Assistant Professor,Applied Mathematics,4,60,58,0.9,2026,70
137,2,Hossam Hamdy,20,Male,2,Mathematics,2.4,0,2,5,7,8,6,M425,Hydrodynamics,Applied Mathematics,4,4,3,Required,2,Magdy Elias,Mathematics,Professor,Applied Mathematics,7,74,63,0.6,2026,74
138,2,Hossam Hamdy,20,Male,2,Mathematics,2.4,0,2,5,7,8,6,M429,Partial Differential Equations,Pure Mathematics,4,3,2,Required,3,Samir kasem,Mathematics,Professor,Pure Mathematics,7,57,64,0.8,2026,68
139,2,Hossam Hamdy,20,Male,2,Mathematics,2.4,0,2,5,7,8,6,M412,Graph Theory,Pure Mathematics,4,3,2,Optional,23,Mohamed Abdelrahman,Statistics and Computer Science,Professor,Pure Mathematics,7,85,66,0.1,2026,78
140,2,Hossam Hamdy,20,Male,2,Mathematics,2.4,0,2,5,7,8,6,M426,Modeling and Simulation,Pure Mathematics,4,2,2,Optional,45,Awatef Mohamed,Mathematics,Associate Professor,Pure Mathematics,6,70,58,0.1,2026,74
141,2,Hossam Hamdy,20,Male,2,Mathematics,2.4,0,2,5,7,8,6,M241,Computer Organization and Assembly Language,Computer Science,2,2,3,Required,14,Fatma Eskander,Statistics and Computer Science,Assistant Professor,Computer Science,5,93,62,0.1,2026,78
142,2,Hossam Hamdy,20,Male,2,Mathematics,2.4,0,2,5,7,8,6,M219,Discrete Mathematics,Pure Mathematics,2,2,2,Required,29,Hala Mahmoud,Mathematics,Associate Professor,Pure Mathematics,6,85,62,0.1,2026,78
143,2,Hossam Hamdy,20,Male,2,Mathematics,2.4,0,2,5,7,8,6,M232,Probability Theory 1,Statistics,2,2,3,Required,20,Ahlam Hamdy,Statistics and Computer Science,Associate Professor,Statistics,5,77,63,0.1,2026,76
144,2,Hossam Hamdy,20,Male,2,Mathematics,2.4,0,2,5,7,8,6,M242,Computer Algebra Systems,Computer Science,2,2,2,Optional,12,Nora Salah,Statistics and Computer Science,Assistant Professor,Computer Science,5,85,62,0.1,2026,78
145,2,Hossam Hamdy,20,Male,2,Mathematics,2.4,0,2,5,7,8,6,M243,Computer Network Theory,Computer Science,2,2,2,Optional,15,Bahaa Shabana,Mathematics,Associate Professor,Computer Science,9,51,67,0.5,2026,68
146,2,Hossam Hamdy,20,Male,2,Mathematics,2.4,0,2,5,7,8,6,M331,Probability Theory 2,Statistics,3,3,3,Required,20,Ahlam Hamdy,Statistics and Computer Science,Associate Professor,Statistics,5,77,62,0.1,2026,76
147,2,Hossam Hamdy,20,Male,2,Mathematics,2.4,0,2,5,7,8,6,M334,Sampling Distributions and Methods,Statistics,3,3,2,Required,19,Faten Sheha,Statistics and Computer Science,Associate Professor,Statistics,7,82,62,0.1,2026,75
148,2,Hossam Hamdy,20,Male,2,Mathematics,2.4,0,2,5,7,8,6,M341,Data Structures,Computer Science,3,3,3,Required,13,Yaser Fouda,Statistics and Computer Science,Associate Professor,Computer Science,7,84,59,0.1,2026,76
149,2,Hossam Hamdy,20,Male,2,Mathematics,2.4,0,2,5,7,8,6,M342,Database Systems,Computer Science,3,2,2,Required,15,Bahaa Shabana,Mathematics,Associate Professor,Computer Science,9,51,64,0.3,2026,68
150,2,Hossam Hamdy,20,Male,2,Mathematics,2.4,0,2,5,7,8,6,M338,Order Statistics,Statistics,3,2,2,Optional,17,Rabab Sabry,Statistics and Computer Science,Assistant Professor,Statistics,8,79,63,0.1,2026,75
151,2,Hossam Hamdy,20,Male,2,Mathematics,2.4,0,2,5,7,8,6,M346,Systems Analysis and Design,Computer Science,3,2,2,Optional,14,Fatma Eskander,Statistics and Computer Science,Assistant Professor,Computer Science,5,93,62,0.1,2026,79
152,2,Hossam Hamdy,20,Male,2,Mathematics,2.4,0,2,5,7,8,6,M332,Estimation Theory,Statistics,3,3,2,Required,21,Dina Ahmed,Statistics and Computer Science,Assistant Professor,Statistics,5,78,59,0.2,2026,75
153,2,Hossam Hamdy,20,Male,2,Mathematics,2.4,0,2,5,7,8,6,M337,Hypothesis Testing,Statistics,3,3,2,Required,18,Shimaa Abu Elgoud,Statistics and Computer Science,Assistant Professor,Statistics,6,96,59,0.1,2026,82
154,2,Hossam Hamdy,20,Male,2,Mathematics,2.4,0,2,5,7,8,6,M345,Operating Systems,Computer Science,3,3,3,Required,14,Fatma Eskander,Statistics and Computer Science,Assistant Professor,Computer Science,5,93,61,0.1,2026,80
155,2,Hossam Hamdy,20,Male,2,Mathematics,2.4,0,2,5,7,8,6,M343,Artificial Intelligence,Computer Science,3,3,2,Required,12,Nora Salah,Statistics and Computer Science,Assistant Professor,Computer Science,5,85,61,0.1,2026,77
156,2,Hossam Hamdy,20,Male,2,Mathematics,2.4,0,2,5,7,8,6,M344,Structured Programming,Computer Science,3,2,3,Required,13,Yaser Fouda,Statistics and Computer Science,Associate Professor,Computer Science,7,84,63,0.1,2026,77
157,2,Hossam Hamdy,20,Male,2,Mathematics,2.4,0,2,5,7,8,6,M336,Data Analysis Using Statistical Software,Computer Science,3,2,2,Optional,12,Nora Salah,Statistics and Computer Science,Assistant Professor,Computer Science,5,85,60,0.1,2026,79
158,2,Hossam Hamdy,20,Male,2,Mathematics,2.4,0,2,5,7,8,6,M348,Selected Topics in Computing,Computer Science,3,2,2,Optional,27,Abdelrahman Karawya,Mathematics,Professor,Computer Science,7,77,61,0.1,2026,74
159,2,Hossam Hamdy,20,Male,2,Mathematics,2.4,0,2,5,7,8,6,M431,Analysis of Variance,Statistics,4,3,3,Required,18,Shimaa Abu Elgoud,Statistics and Computer Science,Assistant Professor,Statistics,6,96,65,0.1,2026,81
160,2,Hossam Hamdy,20,Male,2,Mathematics,2.4,0,2,5,7,8,6,M432,Stochastic Processes,Statistics,4,3,3,Required,20,Ahlam Hamdy,Statistics and Computer Science,Associate Professor,Statistics,5,77,57,0.2,2026,74
161,2,Hossam Hamdy,20,Male,2,Mathematics,2.4,0,2,5,7,8,6,M441,Software Engineering,Computer Science,4,3,2,Required,27,Abdelrahman Karawya,Mathematics,Professor,Computer Science,7,77,66,0.3,2026,74
162,2,Hossam Hamdy,20,Male,2,Mathematics,2.4,0,2,5,7,8,6,M442,Neural Networks,Computer Science,4,3,2,Required,13,Yaser Fouda,Statistics and Computer Science,Associate Professor,Computer Science,7,84,60,0.1,2026,75
163,2,Hossam Hamdy,20,Male,2,Mathematics,2.4,0,2,5,7,8,6,M433,Non-Parametric Statistics,Statistics,4,3,2,Optional,11,Nora Nader,Statistics and Computer Science,Assistant Professor,Statistics,5,85,61,0.1,2026,79
164,2,Hossam Hamdy,20,Male,2,Mathematics,2.4,0,2,5,7,8,6,M443,Expert Systems,Computer Science,4,3,2,Optional,13,Yaser Fouda,Statistics and Computer Science,Associate Professor,Computer Science,7,84,61,0.1,2026,76
165,2,Hossam Hamdy,20,Male,2,Mathematics,2.4,0,2,5,7,8,6,M434,Regression Analysis,Statistics,4,3,3,Required,21,Dina Ahmed,Statistics and Computer Science,Assistant Professor,Statistics,5,78,58,0.1,2026,76
166,2,Hossam Hamdy,20,Male,2,Mathematics,2.4,0,2,5,7,8,6,M435,Reliability Theory,Statistics,4,3,2,Required,20,Ahlam Hamdy,Statistics and Computer Science,Associate Professor,Statistics,5,77,58,0.2,2026,74
167,2,Hossam Hamdy,20,Male,2,Mathematics,2.4,0,2,5,7,8,6,M444,Computer Graphics Systems,Computer Science,4,1,3,Required,13,Yaser Fouda,Statistics and Computer Science,Associate Professor,Computer Science,7,84,62,0.1,2026,77
168,2,Hossam Hamdy,20,Male,2,Mathematics,2.4,0,2,5,7,8,6,M445,Algorithm Design and Analysis,Computer Science,4,3,3,Required,15,Bahaa Shabana,Mathematics,Associate Professor,Computer Science,9,51,69,0.6,2026,66
169,2,Hossam Hamdy,20,Male,2,Mathematics,2.4,0,2,5,7,8,6,M436,Time Series and Forecasting,Statistics,4,3,2,Optional,20,Ahlam Hamdy,Statistics and Computer Science,Associate Professor,Statistics,5,77,57,0.2,2026,75
170,2,Hossam Hamdy,20,Male,2,Mathematics,2.4,0,2,5,7,8,6,M446,Image Processing,Computer Science,4,2,2,Optional,12,Nora Salah,Statistics and Computer Science,Assistant Professor,Computer Science,5,85,60,0.1,2026,77
171,3,Salma Elmongy,18,Female,1,Statistics and Computer Science,2.72,0,0,9,5,6,5,M111,Calculus 1,Pure Mathematics,1,1,3,Required,45,Awatef Mohamed,Mathematics,Associate Professor,Pure Mathematics,6,70,100,1.1,2025,75
172,3,Salma Elmongy,18,Female,1,Statistics and Computer Science,2.72,0,0,9,5,6,5,M121,Mechanics 1,Applied Mathematics,1,2,3,Required,2,Magdy Elias,Mathematics,Professor,Applied Mathematics,7,74,100,1.4,2025,75
173,3,Salma Elmongy,18,Female,1,Statistics and Computer Science,2.72,0,0,9,5,6,5,P101,Properties of Heat and Matter,Physics,1,2,3,Required,43,Mohamed Tawfik,Physics,Professor,Physics,7,61,100,1.7,2025,74
174,3,Salma Elmongy,18,Female,1,Statistics and Computer Science,2.72,0,0,9,5,6,5,P102,"Electricity, Magnetism and Light",Physics,1,2,3,Required,36,Mohamed Mostafa,Physics,Assistant Professor,Physics,5,75,100,1.4,2025,77
175,3,Salma Elmongy,18,Female,1,Statistics and Computer Science,2.72,0,0,9,5,6,5,C102,General Chemistry 2,Chemistry,1,1,3,Required,34,Maha Wahba,Chemistry,Assistant Professor,Chemistry,8,78,100,1,2025,79
176,3,Salma Elmongy,18,Female,1,Statistics and Computer Science,2.72,0,0,9,5,6,5,G101,Human Rights and Anti-Corruption,General Science,1,1,2,Required,22,Mohamed Ebrahim,Statistics and Computer Science,Assistant Professor,Statistics,7,97,100,0.7,2025,84
177,3,Salma Elmongy,18,Female,1,Statistics and Computer Science,2.72,0,0,9,5,6,5,M112,Algebra and Geometry,Pure Mathematics,1,2,3,Required,5,Adel Bahy,Mathematics,Associate Professor,Pure Mathematics,6,78,100,1.1,2025,78
178,3,Salma Elmongy,18,Female,1,Statistics and Computer Science,2.72,0,0,9,5,6,5,M113,Calculus 2,Pure Mathematics,1,2,3,Required,25,Ahmed Saed,Mathematics,Associate Professor,Pure Mathematics,6,72,100,1.5,2025,75
179,3,Salma Elmongy,18,Female,1,Statistics and Computer Science,2.72,0,0,9,5,6,5,M122,Mechanics 2,Applied Mathematics,1,2,3,Required,2,Magdy Elias,Mathematics,Professor,Applied Mathematics,7,74,100,1.3,2025,75
180,3,Salma Elmongy,18,Female,1,Statistics and Computer Science,2.72,0,0,9,5,6,5,P103,Electrical Circuits,Physics,1,2,3,Required,36,Mohamed Mostafa,Physics,Assistant Professor,Physics,5,75,100,1.3,2025,75
181,3,Salma Elmongy,18,Female,1,Statistics and Computer Science,2.72,0,0,9,5,6,5,C101,General Chemistry 1,Chemistry,1,1,3,Required,35,Gamela Badr,Chemistry,Associate Professor,Chemistry,3,74,100,1.1,2025,77
182,3,Salma Elmongy,18,Female,1,Statistics and Computer Science,2.72,0,0,9,5,6,5,G102,Introduction to Computer Science,Computer Science,1,1,2,Required,15,Bahaa Shabana,Mathematics,Associate Professor,Computer Science,9,51,100,1.6,2025,69
183,3,Salma Elmongy,19,Female,2,Statistics and Computer Science,3.1,0,0,9,5,6,5,M212,Abstract Algebra 1,Pure Mathematics,2,4,3,Required,44,Mona Anees,Mathematics,Assistant Professor,Pure Mathematics,6,64,100,2.3,2026,79
184,3,Salma Elmongy,19,Female,2,Statistics and Computer Science,3.1,0,0,9,5,6,5,M214,Differential Equations 1,Pure Mathematics,2,3,3,Required,1,Mohamed Elshafey,Mathematics,Professor,Pure Mathematics,8,51,100,2.4,2026,76
185,3,Salma Elmongy,19,Female,2,Statistics and Computer Science,3.1,0,0,9,5,6,5,M216,Advanced Calculus,Pure Mathematics,2,3,3,Required,3,Samir kasem,Mathematics,Professor,Pure Mathematics,7,57,100,2.2,2026,79
186,3,Salma Elmongy,19,Female,2,Statistics and Computer Science,3.1,0,0,9,5,6,5,M221,Mechanics 3,Applied Mathematics,2,3,3,Required,2,Magdy Elias,Mathematics,Professor,Applied Mathematics,7,74,100,1.9,2026,84
187,3,Salma Elmongy,19,Female,2,Statistics and Computer Science,3.1,0,0,9,5,6,5,M231,Introduction to Statistics and Probability,Statistics,2,2,3,Required,21,Dina Ahmed,Statistics and Computer Science,Assistant Professor,Statistics,5,78,100,1.5,2026,86
188,3,Salma Elmongy,19,Female,2,Statistics and Computer Science,3.1,0,0,9,5,6,5,G201,Scientific Terminology in English,General Science,2,1,2,Required,43,Mohamed Tawfik,Physics,Professor,Physics,7,61,100,1.7,2026,81
189,3,Salma Elmongy,19,Female,2,Statistics and Computer Science,3.1,0,0,9,5,6,5,M211,Real Analysis,Pure Mathematics,2,4,3,Required,3,Samir kasem,Mathematics,Professor,Pure Mathematics,7,57,100,2.5,2026,77
190,3,Salma Elmongy,19,Female,2,Statistics and Computer Science,3.1,0,0,9,5,6,5,M215,Linear Algebra 1,Pure Mathematics,2,2,3,Required,16,Mostafa Mhanna,Mathematics,Assistant Professor,Pure Mathematics,7,75,100,1.7,2026,84
191,3,Salma Elmongy,19,Female,2,Statistics and Computer Science,3.1,0,0,9,5,6,5,M218,Analytical Geometry,Pure Mathematics,2,2,3,Required,45,Awatef Mohamed,Mathematics,Associate Professor,Pure Mathematics,6,70,100,1.6,2026,83
192,3,Salma Elmongy,19,Female,2,Statistics and Computer Science,3.1,0,0,9,5,6,5,M223,Mechanics 4,Applied Mathematics,2,3,3,Required,8,Samy Fekry,Mathematics,Assistant Professor,Applied Mathematics,9,60,100,2.2,2026,78
193,3,Salma Elmongy,19,Female,2,Statistics and Computer Science,3.1,0,0,9,5,6,5,P222,Fundamentals of Electromagnetic Theory,Physics,2,4,2,Required,39,Mohamed Mkhemar,Physics,Assistant Professor,Physics,2,79,100,2.1,2026,86
194,3,Salma Elmongy,19,Female,2,Statistics and Computer Science,3.1,0,0,9,5,6,5,M217,Introduction to Logic,Pure Mathematics,2,2,2,Optional,1,Mohamed Elshafey,Mathematics,Professor,Pure Mathematics,8,51,100,2,2026,77
195,3,Salma Elmongy,19,Female,2,Statistics and Computer Science,3.1,0,0,9,5,6,5,G202,Cultural Studies,General Science,2,1,2,Optional,1,Mohamed Elshafey,Mathematics,Professor,Pure Mathematics,8,51,100,1.5,2026,75
196,3,Salma Elmongy,19,Female,2,Statistics and Computer Science,3.1,0,0,9,5,6,5,M311,Measure Theory,Pure Mathematics,3,4,2,Required,28,Hanan Darwish,Mathematics,Professor,Pure Mathematics,6,93,100,1.9,2026,90
197,3,Salma Elmongy,19,Female,2,Statistics and Computer Science,3.1,0,0,9,5,6,5,M312,Complex Analysis 1,Pure Mathematics,3,3,3,Required,45,Awatef Mohamed,Mathematics,Associate Professor,Pure Mathematics,6,70,100,2.1,2026,81
198,3,Salma Elmongy,19,Female,2,Statistics and Computer Science,3.1,0,0,9,5,6,5,M313,Numerical Analysis 1,Pure Mathematics,3,2,3,Required,30,Tarek Fawzy,Mathematics,Associate Professor,Pure Mathematics,6,82,100,1.4,2026,86
199,3,Salma Elmongy,19,Female,2,Statistics and Computer Science,3.1,0,0,9,5,6,5,M316,Topology 1,Pure Mathematics,3,4,2,Required,1,Mohamed Elshafey,Mathematics,Professor,Pure Mathematics,8,51,100,2.7,2026,75
200,3,Salma Elmongy,19,Female,2,Statistics and Computer Science,3.1,0,0,9,5,6,5,M326,Analytical Mechanics,Applied Mathematics,3,3,3,Required,8,Samy Fekry,Mathematics,Assistant Professor,Applied Mathematics,9,60,100,2.2,2026,80
201,3,Salma Elmongy,19,Female,2,Statistics and Computer Science,3.1,0,0,9,5,6,5,M335,Differential Equations 2,Pure Mathematics,3,3,2,Required,24,Mahmoud Othman,Mathematics,Assistant Professor,Pure Mathematics,6,75,100,1.9,2026,85
202,3,Salma Elmongy,19,Female,2,Statistics and Computer Science,3.1,0,0,9,5,6,5,M319,Number Theory,Pure Mathematics,3,3,2,Optional,1,Mohamed Elshafey,Mathematics,Professor,Pure Mathematics,8,51,100,2.3,2026,76
203,3,Salma Elmongy,19,Female,2,Statistics and Computer Science,3.1,0,0,9,5,6,5,M315,Abstract Algebra 2,Pure Mathematics,3,3,3,Required,26,Fadia Samoel,Mathematics,Assistant Professor,Pure Mathematics,4,62,100,2,2026,78
204,3,Salma Elmongy,19,Female,2,Statistics and Computer Science,3.1,0,0,9,5,6,5,M318,Integral Equations,Pure Mathematics,3,3,2,Required,29,Hala Mahmoud,Mathematics,Associate Professor,Pure Mathematics,6,85,100,1.6,2026,87
205,3,Salma Elmongy,19,Female,2,Statistics and Computer Science,3.1,0,0,9,5,6,5,M321,Electrodynamics,Applied Mathematics,3,3,2,Required,7,Mohamed Gomaa,Mathematics,Assistant Professor,Applied Mathematics,4,60,100,2.2,2026,79
206,3,Salma Elmongy,19,Female,2,Statistics and Computer Science,3.1,0,0,9,5,6,5,M322,Theory of Elasticity 1,Applied Mathematics,3,3,2,Required,2,Magdy Elias,Mathematics,Professor,Applied Mathematics,7,74,100,2.1,2026,84
